tid,rid,date,year,start_time,end_time,birds_seen,points_surveyed
2790,1494,1984-05-30T22:00:00Z,1984,07:30:00,07:30:00,176,20
2791,1494,1985-05-30T22:00:00Z,1985,07:30:00,07:30:00,165,20
2792,1494,1986-05-29T22:00:00Z,1986,07:45:00,12:15:00,198,20
2793,1495,1982-06-09T22:00:00Z,1982,07:00:00,07:00:00,181,20
2794,1495,1983-06-06T22:00:00Z,1983,07:00:00,07:00:00,171,20
2795,509,1983-05-22T22:00:00Z,1983,08:30:00,08:30:00,111,20
2796,509,1984-05-30T22:00:00Z,1984,08:00:00,08:00:00,136,20
2797,509,1985-06-29T22:00:00Z,1985,08:15:00,08:15:00,130,20
2798,509,1986-05-22T22:00:00Z,1986,08:15:00,11:15:00,138,20
2799,509,1987-05-29T22:00:00Z,1987,08:30:00,11:30:00,149,20
2800,509,1988-05-21T22:00:00Z,1988,08:30:00,11:30:00,147,20
2801,509,1989-05-20T22:00:00Z,1989,08:10:00,11:15:00,140,20
2802,509,1990-05-26T22:00:00Z,1990,08:30:00,11:45:00,130,20
2803,509,1991-05-18T22:00:00Z,1991,09:15:00,11:40:00,138,20
2804,509,1992-05-27T22:00:00Z,1992,08:30:00,11:30:00,152,20
2805,509,1993-05-16T22:00:00Z,1993,08:30:00,11:30:00,130,20
2806,509,1994-05-26T22:00:00Z,1994,08:30:00,11:45:00,139,20
2807,509,1995-05-27T22:00:00Z,1995,08:30:00,12:00:00,146,20
2808,511,1983-06-04T22:00:00Z,1983,18:00:00,18:00:00,590,20
2809,511,1984-06-04T22:00:00Z,1984,18:00:00,18:00:00,490,20
2810,511,1985-05-31T22:00:00Z,1985,18:20:00,18:20:00,453,20
2811,511,1987-06-05T22:00:00Z,1987,18:15:00,22:05:00,398,20
2812,511,1988-06-07T22:00:00Z,1988,18:30:00,22:00:00,322,20
2813,511,1990-06-04T22:00:00Z,1990,17:37:00,20:50:00,472,20
2814,511,1991-06-08T22:00:00Z,1991,18:10:00,21:50:00,406,20
2815,511,1992-06-06T22:00:00Z,1992,18:00:00,21:40:00,452,20
2816,511,1993-06-04T22:00:00Z,1993,18:15:00,22:00:00,451,20
2817,511,1994-06-09T22:00:00Z,1994,18:30:00,22:15:00,282,20
2818,511,1995-06-08T22:00:00Z,1995,18:15:00,22:15:00,333,20
2819,511,1996-06-05T22:00:00Z,1996,18:20:00,22:00:00,258,20
2820,511,1997-06-01T22:00:00Z,1997,17:45:00,21:20:00,425,20
2821,511,1998-06-05T22:00:00Z,1998,18:30:00,22:00:00,355,20
2822,511,1999-06-10T22:00:00Z,1999,17:45:00,20:20:00,390,20
2823,511,2000-06-08T22:00:00Z,2000,18:00:00,21:30:00,487,20
2824,511,2001-06-05T22:00:00Z,2001,18:15:00,21:35:00,436,20
2825,511,2002-06-08T22:00:00Z,2002,18:00:00,21:40:00,440,20
2826,1496,1983-06-13T22:00:00Z,1983,08:15:00,08:15:00,113,20
2827,1497,1983-05-22T22:00:00Z,1983,06:25:00,06:25:00,241,20
2828,1497,1984-05-26T22:00:00Z,1984,06:30:00,06:30:00,247,20
2829,1498,1987-05-27T22:00:00Z,1987,06:30:00,09:40:00,177,20
2830,1498,1988-06-28T22:00:00Z,1988,06:50:00,10:30:00,183,20
2831,1498,1989-05-20T22:00:00Z,1989,06:30:00,09:38:00,189,20
2832,1499,1987-05-22T22:00:00Z,1987,05:45:00,09:45:00,172,20
2833,1499,1988-05-27T22:00:00Z,1988,05:30:00,08:55:00,155,20
2834,1499,1989-05-19T22:00:00Z,1989,06:00:00,09:45:00,223,20
2835,1499,1990-06-18T22:00:00Z,1990,05:45:00,09:17:00,249,20
2836,1499,1998-05-22T22:00:00Z,1998,05:25:00,09:15:00,219,20
2837,516,1987-05-29T22:00:00Z,1987,13:40:00,16:45:00,138,20
2838,516,1988-05-28T22:00:00Z,1988,13:30:00,16:15:00,202,20
2839,516,1989-05-26T22:00:00Z,1989,13:30:00,16:15:00,177,20
2840,516,1990-06-04T22:00:00Z,1990,13:10:00,15:45:00,185,20
2841,516,1991-05-24T22:00:00Z,1991,13:20:00,16:10:00,173,20
2842,516,1992-05-22T22:00:00Z,1992,13:20:00,16:15:00,179,20
2843,516,1993-05-28T22:00:00Z,1993,13:25:00,16:00:00,176,20
2844,516,1994-05-23T22:00:00Z,1994,13:10:00,15:55:00,145,20
2845,516,1995-05-29T22:00:00Z,1995,13:15:00,15:45:00,184,20
2846,516,1996-06-05T22:00:00Z,1996,13:10:00,16:00:00,162,20
2847,516,1997-05-23T22:00:00Z,1997,13:10:00,16:10:00,186,20
2848,516,1998-05-28T22:00:00Z,1998,13:10:00,16:10:00,171,20
2849,516,1999-05-29T22:00:00Z,1999,13:10:00,16:10:00,192,20
2850,516,2000-05-30T22:00:00Z,2000,13:10:00,16:10:00,176,20
2851,516,2001-05-29T22:00:00Z,2001,13:10:00,16:10:00,169,20
2852,518,1987-06-09T22:00:00Z,1987,04:25:00,07:20:00,147,20
2853,518,1988-06-12T22:00:00Z,1988,04:12:00,07:06:00,134,20
2854,518,1989-06-09T22:00:00Z,1989,04:11:00,07:11:00,155,20
2855,518,1990-06-09T22:00:00Z,1990,04:27:00,07:37:00,182,20
2856,518,1991-06-08T22:00:00Z,1991,04:16:00,07:18:00,171,20
2857,518,1992-06-07T22:00:00Z,1992,04:17:00,07:22:00,185,20
2858,518,1993-06-02T22:00:00Z,1993,04:29:00,07:27:00,189,20
2859,518,1994-06-07T22:00:00Z,1994,04:14:00,07:10:00,162,20
2860,518,1995-06-03T22:00:00Z,1995,04:37:00,07:40:00,156,20
2861,519,1987-06-06T22:00:00Z,1987,09:00:00,12:05:00,136,20
2862,519,1988-06-11T22:00:00Z,1988,09:00:00,12:10:00,131,20
2863,519,1989-06-09T22:00:00Z,1989,08:45:00,11:45:00,172,20
2864,519,1990-06-04T22:00:00Z,1990,09:00:00,12:00:00,146,20
2865,519,1991-06-09T22:00:00Z,1991,09:00:00,12:05:00,139,20
2866,519,1992-06-07T22:00:00Z,1992,09:00:00,12:00:00,162,20
2867,519,1993-06-06T22:00:00Z,1993,09:15:00,12:45:00,147,20
2868,519,1994-06-09T22:00:00Z,1994,09:00:00,12:30:00,112,18
2869,519,1995-06-12T22:00:00Z,1995,09:00:00,12:30:00,132,20
2870,519,1996-06-02T22:00:00Z,1996,09:00:00,12:30:00,112,20
2871,519,1997-06-03T22:00:00Z,1997,09:00:00,12:30:00,132,20
2872,521,1987-06-05T22:00:00Z,1987,05:00:00,08:45:00,299,20
2873,521,1988-06-03T22:00:00Z,1988,05:20:00,09:10:00,305,20
2874,521,1990-06-09T22:00:00Z,1990,04:30:00,08:15:00,367,20
2875,521,1991-06-08T22:00:00Z,1991,05:40:00,08:20:00,312,20
2876,521,1992-06-06T22:00:00Z,1992,04:45:00,08:15:00,314,20
2877,521,1993-06-05T22:00:00Z,1993,04:40:00,08:20:00,363,20
2878,521,1994-06-04T22:00:00Z,1994,04:30:00,08:00:00,266,20
2879,521,1995-06-03T22:00:00Z,1995,05:20:00,09:00:00,281,20
2880,521,1997-06-07T22:00:00Z,1997,04:30:00,08:10:00,376,20
2881,521,1998-06-04T22:00:00Z,1998,04:50:00,08:15:00,448,20
2882,521,1999-06-01T22:00:00Z,1999,05:15:00,08:10:00,431,20
2883,521,2000-05-31T22:00:00Z,2000,05:30:00,09:10:00,469,20
2884,521,2001-06-04T22:00:00Z,2001,04:45:00,09:00:00,358,20
2885,521,2002-06-01T22:00:00Z,2002,04:40:00,07:50:00,286,20
2886,522,1988-05-29T22:00:00Z,1988,18:00:00,22:00:00,239,20
2887,522,1989-05-24T22:00:00Z,1989,18:30:00,21:30:00,192,20
2888,522,1991-05-28T22:00:00Z,1991,17:38:00,21:00:00,183,20
2889,1500,1988-06-12T22:00:00Z,1988,18:15:00,21:30:00,203,20
2890,1501,1988-06-04T22:00:00Z,1988,04:30:00,08:00:00,142,20
2891,1501,1989-06-09T22:00:00Z,1989,04:00:00,07:15:00,176,20
2892,1502,1988-06-13T22:00:00Z,1988,04:10:00,08:40:00,181,20
2893,1503,1988-06-11T22:00:00Z,1988,06:20:00,11:15:00,129,14
2894,1503,1989-06-23T22:00:00Z,1989,06:30:00,10:30:00,180,20
2895,1504,1988-05-22T22:00:00Z,1988,06:35:00,09:50:00,214,20
2896,530,1989-05-16T22:00:00Z,1989,08:40:00,11:15:00,194,20
2897,530,1990-05-11T22:00:00Z,1990,09:20:00,11:50:00,132,20
2898,530,1991-05-20T22:00:00Z,1991,08:00:00,10:30:00,161,20
2899,530,1992-05-23T22:00:00Z,1992,07:30:00,09:50:00,140,20
2900,530,1993-05-15T22:00:00Z,1993,08:30:00,11:05:00,189,20
2901,530,1994-05-21T22:00:00Z,1994,08:25:00,11:15:00,177,20
2902,530,1995-05-10T22:00:00Z,1995,09:00:00,12:00:00,149,20
2903,530,1998-05-21T22:00:00Z,1998,08:30:00,11:15:00,201,20
2904,530,2001-05-11T22:00:00Z,2001,09:00:00,12:10:00,200,20
2905,532,1989-06-09T22:00:00Z,1989,08:05:00,11:57:00,191,20
2906,532,1990-06-06T22:00:00Z,1990,08:20:00,12:00:00,179,20
2907,532,1991-06-06T22:00:00Z,1991,08:10:00,11:50:00,176,20
2908,532,1992-06-07T22:00:00Z,1992,08:00:00,12:00:00,148,20
2909,532,1993-06-07T22:00:00Z,1993,08:10:00,12:05:00,152,20
2910,532,1994-06-09T22:00:00Z,1994,08:15:00,12:15:00,158,20
2911,532,1995-06-10T22:00:00Z,1995,08:15:00,12:10:00,137,20
2912,533,1989-06-01T22:00:00Z,1989,16:00:00,19:10:00,195,20
2913,533,1990-06-04T22:00:00Z,1990,16:00:00,18:45:00,162,20
2914,533,1991-06-01T22:00:00Z,1991,16:00:00,18:50:00,189,20
2915,533,1992-06-03T22:00:00Z,1992,15:55:00,18:35:00,147,20
2916,533,1993-06-07T22:00:00Z,1993,16:00:00,18:50:00,176,20
2917,1505,1989-06-09T22:00:00Z,1989,04:00:00,08:45:00,233,20
2918,1505,1990-06-15T22:00:00Z,1990,03:50:00,08:15:00,250,20
2919,1506,1989-06-07T22:00:00Z,1989,04:40:00,07:00:00,129,19
2920,537,1989-06-10T22:00:00Z,1989,09:05:00,12:00:00,113,20
2921,537,1990-06-03T22:00:00Z,1990,09:00:00,11:45:00,109,20
2922,537,1991-06-13T22:00:00Z,1991,09:00:00,12:00:00,117,20
2923,537,1992-06-05T22:00:00Z,1992,09:00:00,12:00:00,85,20
2924,538,1990-06-14T22:00:00Z,1990,05:10:00,08:20:00,168,20
2925,538,1991-06-07T22:00:00Z,1991,05:10:00,09:00:00,146,20
2926,538,1992-06-05T22:00:00Z,1992,04:50:00,08:25:00,164,20
2927,538,1993-06-11T22:00:00Z,1993,05:05:00,08:53:00,174,20
2928,538,1994-06-03T22:00:00Z,1994,04:50:00,08:20:00,135,20
2929,538,1995-06-12T22:00:00Z,1995,04:55:00,08:30:00,161,20
2930,538,1996-06-16T22:00:00Z,1996,05:00:00,08:35:00,121,20
2931,538,1997-06-09T22:00:00Z,1997,04:55:00,07:30:00,168,20
2932,538,1998-06-12T22:00:00Z,1998,04:45:00,08:05:00,159,20
2933,538,1999-06-12T22:00:00Z,1999,05:05:00,08:20:00,171,20
2934,538,2000-06-10T22:00:00Z,2000,05:10:00,08:35:00,129,20
2935,538,2001-06-16T22:00:00Z,2001,04:45:00,08:15:00,171,20
2936,538,2002-06-15T22:00:00Z,2002,04:55:00,08:10:00,161,20
2937,539,1990-06-14T22:00:00Z,1990,05:00:00,08:00:00,135,20
2938,540,1991-06-17T22:00:00Z,1991,08:20:00,12:00:00,143,20
2939,540,1992-06-15T22:00:00Z,1992,08:15:00,11:15:00,122,20
2940,540,1993-06-19T22:00:00Z,1993,08:45:00,11:30:00,164,20
2941,541,1992-06-13T22:00:00Z,1992,05:50:00,08:50:00,198,20
2942,541,1993-06-12T22:00:00Z,1993,05:47:00,08:50:00,218,20
2943,541,1994-06-13T22:00:00Z,1994,05:55:00,08:44:00,228,20
2944,541,1995-06-10T22:00:00Z,1995,05:47:00,08:42:00,225,20
2945,541,1996-06-07T22:00:00Z,1996,05:57:00,08:50:00,222,20
2946,541,1997-06-06T22:00:00Z,1997,05:48:00,08:49:00,242,20
2947,541,1998-06-12T22:00:00Z,1998,05:36:00,08:42:00,213,20
2948,541,1999-06-11T22:00:00Z,1999,05:37:00,08:37:00,248,20
2949,541,2000-06-10T22:00:00Z,2000,05:52:00,08:43:00,242,20
2950,541,2001-06-09T22:00:00Z,2001,05:55:00,08:40:00,258,20
2951,541,2002-06-13T22:00:00Z,2002,05:50:00,08:50:00,235,20
2952,542,1993-06-03T22:00:00Z,1993,08:15:00,10:45:00,93,12
2953,542,1994-06-14T22:00:00Z,1994,08:15:00,11:00:00,73,12
2954,543,1994-05-14T22:00:00Z,1994,08:30:00,13:30:00,219,20
2955,544,1994-06-07T22:00:00Z,1994,05:45:00,10:04:00,173,20
2956,544,1995-06-13T22:00:00Z,1995,05:15:00,09:30:00,171,20
2957,544,1996-06-06T22:00:00Z,1996,05:15:00,08:55:00,215,20
2958,544,1997-06-09T22:00:00Z,1997,05:15:00,09:00:00,209,20
2959,544,1998-06-13T22:00:00Z,1998,05:15:00,08:41:00,222,20
2960,544,1999-06-03T22:00:00Z,1999,05:15:00,08:40:00,216,20
2961,544,2000-06-08T22:00:00Z,2000,05:15:00,08:35:00,197,20
2962,544,2001-06-11T22:00:00Z,2001,05:15:00,08:30:00,197,20
2963,544,2002-06-04T22:00:00Z,2002,05:15:00,08:25:00,196,20
2964,530,1996-05-18T22:00:00Z,1996,08:30:00,10:05:00,179,20
2965,530,1997-05-10T22:00:00Z,1997,08:15:00,10:45:00,182,20
2966,546,1997-05-30T22:00:00Z,1997,06:30:00,10:00:00,253,20
2967,546,1998-05-30T22:00:00Z,1998,06:00:00,09:20:00,250,20
2968,546,1999-05-26T22:00:00Z,1999,06:00:00,09:15:00,248,20
2969,546,2000-05-23T22:00:00Z,2000,06:00:00,09:15:00,201,20
2970,546,2001-06-04T22:00:00Z,2001,06:00:00,09:20:00,224,20
2971,546,2002-05-25T22:00:00Z,2002,06:30:00,10:00:00,219,20
2972,547,1997-05-29T22:00:00Z,1997,07:00:00,10:15:00,109,20
2973,547,1998-05-30T22:00:00Z,1998,07:00:00,10:15:00,116,20
2974,548,1999-05-15T22:00:00Z,1999,06:00:00,09:24:00,263,20
2975,548,2000-05-18T22:00:00Z,2000,06:05:00,09:27:00,259,20
2976,548,2001-05-19T22:00:00Z,2001,06:00:00,09:30:00,242,20
2977,548,2002-05-17T22:00:00Z,2002,05:55:00,09:20:00,262,20
2978,549,2000-06-07T22:00:00Z,2000,16:30:00,20:00:00,178,20
2979,549,2001-06-12T22:00:00Z,2001,16:30:00,20:10:00,174,20
2980,550,2000-06-02T22:00:00Z,2000,04:35:00,08:50:00,292,20
2981,550,2001-05-29T22:00:00Z,2001,04:50:00,09:20:00,326,20
2982,550,2002-06-04T22:00:00Z,2002,04:40:00,09:15:00,438,20
2983,551,2000-06-09T22:00:00Z,2000,07:00:00,12:00:00,209,20
2984,551,2001-06-16T22:00:00Z,2001,07:00:00,12:15:00,157,20
2985,551,2002-06-08T22:00:00Z,2002,05:45:00,10:30:00,152,20
2986,552,2002-06-11T22:00:00Z,2002,07:00:00,11:15:00,160,19
2987,1507,1976-06-11T22:00:00Z,1976,09:30:00,09:30:00,109,20
2988,1507,1977-06-15T22:00:00Z,1977,09:10:00,09:10:00,114,20
2989,1507,1978-06-18T22:00:00Z,1978,08:45:00,08:45:00,82,20
2990,1507,1979-06-15T22:00:00Z,1979,09:20:00,09:20:00,108,20
2991,1508,1976-05-30T22:00:00Z,1976,06:10:00,06:10:00,272,20
2992,1508,1977-05-27T22:00:00Z,1977,05:45:00,05:45:00,202,20
2993,1508,1978-05-29T22:00:00Z,1978,05:55:00,05:55:00,213,20
2994,1508,1979-05-31T22:00:00Z,1979,05:45:00,05:45:00,203,20
2995,1508,1980-05-31T22:00:00Z,1980,06:55:00,06:55:00,214,20
2996,1508,1981-06-06T22:00:00Z,1981,07:30:00,07:30:00,222,20
2997,1509,1976-06-03T22:00:00Z,1976,06:00:00,06:00:00,213,20
2998,1509,1977-06-04T22:00:00Z,1977,06:10:00,06:10:00,184,20
2999,1509,1978-05-30T22:00:00Z,1978,06:00:00,06:00:00,215,20
3000,1509,1979-06-02T22:00:00Z,1979,05:40:00,05:40:00,180,20
3001,1509,1980-06-02T22:00:00Z,1980,07:05:00,07:05:00,155,20
3002,1509,1981-06-07T22:00:00Z,1981,07:30:00,07:30:00,203,20
3003,1510,1976-06-07T22:00:00Z,1976,04:25:00,04:25:00,217,20
3004,1510,1977-06-07T22:00:00Z,1977,04:30:00,04:30:00,242,20
3005,1510,1978-06-15T22:00:00Z,1978,04:20:00,04:20:00,202,20
3006,1510,1979-06-11T22:00:00Z,1979,03:35:00,03:35:00,187,20
3007,555,1977-06-04T22:00:00Z,1977,06:40:00,06:40:00,144,20
3008,555,1978-06-06T22:00:00Z,1978,06:40:00,06:40:00,174,20
3009,555,1979-06-03T22:00:00Z,1979,06:45:00,06:45:00,179,20
3010,555,1980-06-03T22:00:00Z,1980,07:40:00,07:40:00,204,20
3011,555,1981-06-04T22:00:00Z,1981,07:40:00,07:40:00,164,20
3012,555,1982-06-05T22:00:00Z,1982,07:45:00,07:45:00,198,20
3013,555,1983-06-03T22:00:00Z,1983,07:52:00,07:52:00,226,20
3014,555,1984-06-01T22:00:00Z,1984,07:35:00,07:35:00,237,20
3015,555,1985-06-08T22:00:00Z,1985,07:35:00,07:35:00,209,20
3016,555,1986-06-07T22:00:00Z,1986,07:30:00,13:30:00,234,20
3017,555,1987-06-13T22:00:00Z,1987,07:58:00,13:10:00,125,20
3018,555,1988-05-11T22:00:00Z,1988,00:00:00,00:00:00,200,20
3019,555,1989-06-10T22:00:00Z,1989,07:40:00,12:15:00,215,20
3020,555,1990-06-01T22:00:00Z,1990,07:42:00,13:35:00,219,20
3021,555,1991-06-07T22:00:00Z,1991,07:11:00,13:07:00,214,20
3022,555,1992-06-12T22:00:00Z,1992,07:11:00,13:07:00,206,20
3023,555,1993-06-04T22:00:00Z,1993,07:12:00,13:15:00,219,20
3024,555,1994-06-11T22:00:00Z,1994,07:10:00,12:40:00,190,20
3025,555,1995-06-10T22:00:00Z,1995,07:12:00,12:55:00,205,20
3026,555,1996-06-01T22:00:00Z,1996,07:12:00,13:45:00,219,20
3027,1511,1979-05-25T22:00:00Z,1979,04:20:00,04:20:00,176,20
3028,1511,1980-05-27T22:00:00Z,1980,05:20:00,05:20:00,182,20
3029,1511,1981-05-28T22:00:00Z,1981,05:15:00,05:15:00,196,20
3030,1512,1979-05-29T22:00:00Z,1979,04:15:00,04:15:00,161,20
3031,1512,1980-05-30T22:00:00Z,1980,05:10:00,05:10:00,189,20
3032,1512,1981-06-04T22:00:00Z,1981,05:10:00,05:10:00,153,20
3033,1513,1979-06-05T22:00:00Z,1979,03:50:00,03:50:00,166,20
3034,1513,1980-06-07T22:00:00Z,1980,04:45:00,04:45:00,178,20
3035,1514,1979-05-19T22:00:00Z,1979,04:45:00,04:45:00,174,20
3036,1514,1980-05-24T22:00:00Z,1980,05:35:00,05:35:00,156,20
3037,1514,1981-05-19T22:00:00Z,1981,04:45:00,04:45:00,200,20
3038,1514,1982-05-14T22:00:00Z,1982,05:35:00,05:35:00,201,20
3039,1514,1983-05-22T22:00:00Z,1983,05:50:00,05:50:00,197,20
3040,1514,1984-05-19T22:00:00Z,1984,05:45:00,05:45:00,200,20
3041,1514,1985-05-25T22:00:00Z,1985,05:45:00,05:45:00,198,20
3042,1514,1986-05-18T22:00:00Z,1986,05:45:00,09:30:00,220,20
3043,1515,1979-06-02T22:00:00Z,1979,05:30:00,05:30:00,183,20
3044,1515,1980-06-03T22:00:00Z,1980,06:30:00,06:30:00,186,20
3045,1515,1981-06-07T22:00:00Z,1981,06:50:00,06:50:00,170,20
3046,1515,1982-06-03T22:00:00Z,1982,06:30:00,06:30:00,156,20
3047,1515,1983-06-08T22:00:00Z,1983,06:45:00,06:45:00,149,20
3048,1515,1985-06-01T22:00:00Z,1985,06:20:00,06:20:00,185,20
3049,1516,1981-05-30T22:00:00Z,1981,06:00:00,06:00:00,151,20
3050,1516,1982-05-30T22:00:00Z,1982,06:00:00,06:00:00,148,20
3051,1517,1982-06-09T22:00:00Z,1982,04:15:00,04:15:00,155,20
3052,1517,1983-06-05T22:00:00Z,1983,04:19:00,04:19:00,193,20
3053,1517,1984-06-09T22:00:00Z,1984,04:27:00,04:27:00,206,20
3054,558,1984-06-12T22:00:00Z,1984,06:00:00,06:00:00,121,20
3055,558,1985-06-14T22:00:00Z,1985,06:00:00,06:00:00,138,20
3056,558,1986-06-12T22:00:00Z,1986,06:00:00,10:30:00,151,20
3057,558,1987-06-12T22:00:00Z,1987,06:00:00,10:30:00,175,20
3058,558,1988-06-12T22:00:00Z,1988,06:00:00,10:40:00,217,20
3059,558,1989-06-12T22:00:00Z,1989,06:00:00,10:30:00,204,20
3060,558,1990-06-12T22:00:00Z,1990,06:00:00,10:00:00,197,20
3061,558,1991-06-12T22:00:00Z,1991,06:00:00,10:30:00,179,20
3062,558,1992-06-12T22:00:00Z,1992,07:15:00,11:15:00,184,20
3063,558,1993-06-13T22:00:00Z,1993,05:25:00,10:30:00,194,20
3064,558,1995-06-15T22:00:00Z,1995,06:00:00,10:45:00,204,20
3065,558,1996-06-09T22:00:00Z,1996,06:30:00,11:00:00,186,20
3066,558,1998-06-13T22:00:00Z,1998,06:30:00,10:40:00,181,20
3067,558,1999-06-15T22:00:00Z,1999,06:25:00,10:30:00,182,20
3068,558,2000-06-18T22:00:00Z,2000,06:15:00,10:30:00,154,20
3069,558,2001-06-05T22:00:00Z,2001,06:50:00,11:05:00,167,20
3070,558,2002-06-11T22:00:00Z,2002,06:25:00,10:30:00,159,20
3071,1518,1984-05-19T22:00:00Z,1984,04:53:00,04:53:00,371,20
3072,1519,1984-06-05T22:00:00Z,1984,06:10:00,06:10:00,282,20
3073,1520,1984-05-29T22:00:00Z,1984,09:25:00,09:25:00,273,20
3074,1521,1986-05-29T22:00:00Z,1986,05:05:00,09:26:00,160,20
3075,1521,1987-06-05T22:00:00Z,1987,04:45:00,09:21:00,154,20
3076,1521,1988-06-14T22:00:00Z,1988,05:05:00,09:25:00,119,20
3077,562,1984-06-02T22:00:00Z,1984,05:00:00,05:00:00,170,20
3078,562,1985-06-07T22:00:00Z,1985,04:40:00,04:40:00,187,20
3079,562,1986-05-31T22:00:00Z,1986,05:00:00,08:05:00,219,20
3080,562,1987-06-05T22:00:00Z,1987,04:50:00,07:50:00,211,20
3081,562,1988-06-04T22:00:00Z,1988,05:00:00,08:10:00,220,20
3082,562,1989-06-02T22:00:00Z,1989,04:45:00,07:50:00,205,20
3083,562,1990-06-01T22:00:00Z,1990,05:00:00,08:00:00,202,20
3084,562,1991-06-01T22:00:00Z,1991,04:55:00,08:10:00,244,20
3085,562,1992-05-30T22:00:00Z,1992,05:00:00,07:50:00,221,20
3086,562,1993-06-04T22:00:00Z,1993,04:50:00,07:45:00,252,20
3087,562,1994-05-28T22:00:00Z,1994,05:00:00,08:00:00,219,20
3088,562,1995-05-27T22:00:00Z,1995,05:00:00,08:05:00,213,20
3089,562,1996-05-31T22:00:00Z,1996,04:55:00,08:00:00,225,20
3090,562,1997-05-30T22:00:00Z,1997,04:55:00,08:00:00,200,20
3091,562,1998-05-29T22:00:00Z,1998,05:00:00,07:55:00,216,20
3092,562,1999-05-28T22:00:00Z,1999,05:00:00,08:00:00,258,20
3093,562,2000-05-27T22:00:00Z,2000,05:00:00,08:00:00,239,20
3094,562,2001-06-01T22:00:00Z,2001,04:50:00,08:00:00,248,20
3095,562,2002-06-01T22:00:00Z,2002,05:00:00,08:00:00,238,20
3096,563,1984-06-07T22:00:00Z,1984,04:50:00,04:50:00,169,20
3097,563,1985-06-03T22:00:00Z,1985,04:45:00,04:45:00,174,20
3098,563,1986-06-07T22:00:00Z,1986,05:00:00,08:20:00,192,20
3099,563,1987-06-06T22:00:00Z,1987,05:00:00,08:35:00,187,20
3100,563,1988-06-05T22:00:00Z,1988,04:50:00,08:20:00,203,20
3101,563,1989-06-01T22:00:00Z,1989,04:45:00,08:10:00,234,20
3102,563,1990-05-31T22:00:00Z,1990,05:00:00,08:10:00,233,20
3103,563,1991-06-07T22:00:00Z,1991,04:55:00,08:15:00,237,20
3104,563,1992-06-07T22:00:00Z,1992,04:50:00,08:10:00,217,20
3105,563,1993-06-01T22:00:00Z,1993,04:50:00,08:05:00,248,20
3106,563,1994-06-03T22:00:00Z,1994,04:40:00,08:05:00,226,20
3107,563,1995-06-05T22:00:00Z,1995,04:50:00,08:15:00,218,20
3108,563,1996-06-07T22:00:00Z,1996,04:50:00,08:10:00,239,20
3109,563,1997-06-03T22:00:00Z,1997,04:50:00,08:15:00,196,20
3110,563,1998-06-04T22:00:00Z,1998,04:55:00,08:05:00,250,20
3111,563,1999-06-01T22:00:00Z,1999,04:50:00,08:00:00,245,20
3112,563,2000-06-08T22:00:00Z,2000,04:50:00,08:10:00,228,20
3113,563,2001-06-08T22:00:00Z,2001,04:55:00,08:00:00,256,20
3114,563,2002-06-07T22:00:00Z,2002,04:55:00,08:10:00,242,20
3115,1522,1985-05-30T22:00:00Z,1985,06:50:00,06:50:00,168,20
3116,1522,1986-05-30T22:00:00Z,1986,06:50:00,10:05:00,191,20
3117,1522,1987-06-01T22:00:00Z,1987,06:50:00,10:15:00,220,20
3118,1522,1988-05-29T22:00:00Z,1988,06:50:00,10:15:00,210,20
3119,1522,1989-06-01T22:00:00Z,1989,06:50:00,10:15:00,208,20
3120,1522,1990-05-29T22:00:00Z,1990,06:50:00,10:15:00,193,20
3121,1522,1991-05-29T22:00:00Z,1991,06:50:00,10:15:00,206,20
3122,1522,1992-05-27T22:00:00Z,1992,06:50:00,10:15:00,207,20
3123,1522,1993-06-01T22:00:00Z,1993,06:50:00,10:15:00,206,20
3124,1522,1994-05-27T22:00:00Z,1994,06:50:00,10:15:00,184,20
3125,1522,1995-05-25T22:00:00Z,1995,06:50:00,10:15:00,220,20
3126,1522,1996-05-31T22:00:00Z,1996,06:50:00,10:15:00,215,20
3127,1522,1997-05-29T22:00:00Z,1997,06:50:00,10:15:00,206,20
3128,1522,1998-05-27T22:00:00Z,1998,06:50:00,10:15:00,208,20
3129,565,1985-06-01T22:00:00Z,1985,05:00:00,05:00:00,224,20
3130,565,1986-06-02T22:00:00Z,1986,05:00:00,09:55:00,227,20
3131,565,1987-05-31T22:00:00Z,1987,05:00:00,09:40:00,219,20
3132,565,1988-06-07T22:00:00Z,1988,04:55:00,09:00:00,207,20
3133,565,1990-06-01T22:00:00Z,1990,05:00:00,08:38:00,220,20
3134,565,1991-06-01T22:00:00Z,1991,04:55:00,08:25:00,209,20
3135,565,1992-05-29T22:00:00Z,1992,04:56:00,08:24:00,200,20
3136,565,1993-05-29T22:00:00Z,1993,05:05:00,08:35:00,219,20
3137,565,1994-06-01T22:00:00Z,1994,05:00:00,08:40:00,192,20
3138,565,1995-05-29T22:00:00Z,1995,05:03:00,08:30:00,214,20
3139,1523,1986-06-12T22:00:00Z,1986,08:25:00,08:25:00,230,20
3140,1524,1986-06-09T22:00:00Z,1986,04:30:00,08:00:00,251,20
3141,568,1987-05-27T22:00:00Z,1987,05:45:00,10:00:00,287,20
3142,568,1988-05-31T22:00:00Z,1988,05:45:00,09:30:00,260,20
3143,568,1989-05-04T22:00:00Z,1989,05:45:00,10:30:00,275,20
3144,568,1990-05-28T22:00:00Z,1990,05:40:00,09:45:00,259,20
